2026-06-16 06:00:00 | Battery  | INFO     | Charge current: 23.4A
2026-06-16 09:59:33 | Battery  | INFO     | Charge current: 84.5A
2026-06-16 10:00:02 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-16 10:00:31 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 10:01:01 | Thermal  | INFO     | Fan speed: 2170 RPM
2026-06-16 10:01:51 | Thermal  | INFO     | Coolant loop flow: 8.14 L/min
2026-06-16 10:02:26 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 10:03:00 | Thermal  | INFO     | Coolant loop flow: 8.23 L/min
2026-06-16 10:03:34 | Battery  | INFO     | SOC reading: 89.6%
2026-06-16 10:04:07 | Battery  | INFO     | Charge current: 21.0A
2026-06-16 10:04:42 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 10:05:16 | Battery  | INFO     | SOC reading: 62.5%
2026-06-16 10:06:08 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 10:06:46 | Battery  | INFO     | SOC reading: 65.2%
2026-06-16 10:07:31 | Thermal  | INFO     | Coolant loop flow: 10.61 L/min
2026-06-16 10:08:19 | Battery  | INFO     | Discharge current: 61.9A
2026-06-16 10:09:00 | Battery  | INFO     | Charge current: 42.7A
2026-06-16 10:09:44 | Battery  | INFO     | Discharge current: 12.1A
2026-06-16 10:10:31 | Site     | INFO     | Heartbeat OK
2026-06-16 10:11:13 | Battery  | INFO     | Voltage measured: 443.1V
2026-06-16 10:12:05 | Thermal  | INFO     | Coolant loop flow: 10.85 L/min
2026-06-16 10:12:48 | Battery  | INFO     | Discharge current: 16.0A
2026-06-16 10:13:27 | Battery  | INFO     | Discharge current: 18.2A
2026-06-16 10:14:09 | Inverter | INFO     | AC output: 143.8 kW
2026-06-16 10:14:38 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 10:15:29 | Battery  | INFO     | Charge current: 74.1A
2026-06-16 10:15:59 | Battery  | INFO     | SOC reading: 58.3%
2026-06-16 10:16:39 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 10:17:07 | Thermal  | INFO     | Coolant loop flow: 11.48 L/min
2026-06-16 10:17:58 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 10:18:30 | Site     | INFO     | Heartbeat OK
2026-06-16 10:19:13 | Battery  | INFO     | Voltage measured: 446.1V
2026-06-16 10:19:46 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 10:20:21 | Battery  | INFO     | SOC reading: 47.3%
2026-06-16 10:21:13 | Battery  | INFO     | Voltage measured: 415.4V
2026-06-16 10:22:00 | Battery  | INFO     | Voltage measured: 446.4V
2026-06-16 10:22:32 | Battery  | INFO     | Voltage measured: 455.8V
2026-06-16 10:23:15 | Battery  | INFO     | Voltage measured: 411.6V
2026-06-16 10:23:59 | Battery  | INFO     | Voltage measured: 418.5V
2026-06-16 10:24:33 | Battery  | INFO     | Voltage measured: 405.2V
2026-06-16 10:25:09 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 10:25:42 | Thermal  | INFO     | Temperature reading: 25.8°C
2026-06-16 10:26:34 | Inverter | INFO     | AC output: 140.5 kW
2026-06-16 10:27:13 | BMS      | INFO     | Max cell voltage diff: 0.03V
2026-06-16 10:27:57 | Inverter | INFO     | AC output: 179.4 kW
2026-06-16 10:28:28 | Battery  | INFO     | Voltage measured: 428.7V
2026-06-16 10:29:08 | Thermal  | INFO     | Temperature reading: 27.7°C
2026-06-16 10:29:48 | Site     | INFO     | Heartbeat OK
2026-06-16 10:30:34 | Battery  | INFO     | SOC reading: 45.8%
2026-06-16 10:31:04 | Battery  | INFO     | Discharge current: 25.7A
2026-06-16 10:31:55 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 10:32:39 | Battery  | INFO     | Voltage measured: 435.3V
2026-06-16 10:33:25 | Thermal  | INFO     | Fan speed: 2734 RPM
2026-06-16 10:34:03 | Thermal  | INFO     | Temperature reading: 34.4°C
2026-06-16 10:34:38 | Battery  | INFO     | SOC reading: 66.4%
2026-06-16 10:35:19 | Battery  | INFO     | Discharge current: 42.4A
2026-06-16 10:35:48 | Battery  | INFO     | SOC reading: 38.4%
2026-06-16 10:36:36 | Battery  | INFO     | SOC reading: 25.9%
2026-06-16 10:37:22 | Battery  | INFO     | Charge current: 19.5A
2026-06-16 10:38:01 | Inverter | INFO     | AC output: 105.3 kW
2026-06-16 10:38:38 | Inverter | INFO     | AC output: 72.3 kW
2026-06-16 10:39:25 | Thermal  | INFO     | Coolant loop flow: 8.13 L/min
2026-06-16 10:39:53 | Thermal  | INFO     | Fan speed: 1398 RPM
2026-06-16 10:40:43 | Battery  | INFO     | SOC reading: 28.9%
2026-06-16 10:41:31 | Battery  | INFO     | SOC reading: 69.9%
2026-06-16 10:42:07 | Battery  | INFO     | Discharge current: 33.5A
2026-06-16 10:42:35 | Battery  | INFO     | SOC reading: 81.1%
2026-06-16 10:43:14 | Inverter | INFO     | AC output: 131.4 kW
2026-06-16 10:44:01 | Thermal  | INFO     | Fan speed: 2402 RPM
2026-06-16 10:44:44 | Battery  | INFO     | Voltage measured: 451.9V
2026-06-16 10:45:13 | Battery  | INFO     | SOC reading: 23.8%
2026-06-16 10:45:46 | Battery  | INFO     | Voltage measured: 398.7V
2026-06-16 10:46:38 | Battery  | INFO     | SOC reading: 66.1%
2026-06-16 10:47:27 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 10:48:01 | Inverter | INFO     | AC output: 141.5 kW
2026-06-16 10:48:49 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 10:49:22 | Inverter | INFO     | AC output: 50.1 kW
2026-06-16 10:50:10 | Battery  | INFO     | SOC reading: 86.0%
2026-06-16 10:50:53 | Thermal  | INFO     | Temperature reading: 21.1°C
2026-06-16 10:51:34 | Thermal  | INFO     | Temperature reading: 29.4°C
2026-06-16 10:52:25 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 10:52:56 | Battery  | INFO     | Voltage measured: 435.6V
2026-06-16 10:53:27 | Battery  | INFO     | Charge current: 76.7A
2026-06-16 10:54:17 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 10:54:46 | Battery  | INFO     | Voltage measured: 429.9V
2026-06-16 10:55:27 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 10:56:03 | Battery  | INFO     | Voltage measured: 453.5V
2026-06-16 10:56:37 | Battery  | INFO     | SOC reading: 58.5%
2026-06-16 10:57:10 | Battery  | INFO     | Voltage measured: 409.9V
2026-06-16 10:58:01 | Battery  | INFO     | Voltage measured: 405.0V
2026-06-16 10:58:39 | Battery  | INFO     | Voltage measured: 419.5V
2026-06-16 10:59:26 | Battery  | INFO     | Voltage measured: 452.2V
2026-06-16 11:00:14 | Thermal  | INFO     | Fan speed: 2262 RPM
2026-06-16 11:00:59 | Battery  | INFO     | Discharge current: 84.7A
2026-06-16 11:01:49 | Battery  | INFO     | SOC reading: 23.9%
2026-06-16 11:02:40 | Battery  | INFO     | Voltage measured: 450.7V
2026-06-16 11:03:14 | Battery  | INFO     | Charge current: 62.1A
2026-06-16 11:04:00 | Thermal  | INFO     | Fan speed: 1196 RPM
2026-06-16 11:04:29 | Battery  | INFO     | SOC reading: 29.7%
2026-06-16 11:05:02 | Battery  | INFO     | Charge current: 22.6A
2026-06-16 11:05:30 | Battery  | INFO     | SOC reading: 32.0%
2026-06-16 11:06:18 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 11:07:09 | Battery  | INFO     | SOC reading: 83.7%
2026-06-16 11:08:01 | Battery  | INFO     | Charge current: 82.8A
2026-06-16 11:08:46 | Thermal  | INFO     | Fan speed: 1035 RPM
2026-06-16 11:09:38 | Thermal  | INFO     | Fan speed: 2833 RPM
2026-06-16 11:10:18 | Battery  | INFO     | SOC reading: 36.8%
2026-06-16 11:10:49 | Battery  | INFO     | SOC reading: 90.3%
2026-06-16 11:11:41 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 11:12:29 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 11:13:01 | Battery  | INFO     | SOC reading: 76.5%
2026-06-16 11:13:35 | Battery  | INFO     | Voltage measured: 416.2V
2026-06-16 11:14:11 | Battery  | INFO     | SOC reading: 40.5%
2026-06-16 11:14:48 | Battery  | INFO     | SOC reading: 76.7%
2026-06-16 11:15:26 | Thermal  | INFO     | Temperature reading: 31.8°C
2026-06-16 11:16:09 | Thermal  | INFO     | Coolant loop flow: 9.97 L/min
2026-06-16 11:16:37 | Thermal  | INFO     | Temperature reading: 21.6°C
2026-06-16 11:17:21 | Thermal  | INFO     | Temperature reading: 27.2°C
2026-06-16 11:18:11 | Battery  | INFO     | SOC reading: 62.8%
2026-06-16 11:19:01 | Thermal  | INFO     | Coolant loop flow: 7.86 L/min
2026-06-16 11:19:38 | Battery  | INFO     | SOC reading: 22.1%
2026-06-16 11:20:12 | Battery  | INFO     | Voltage measured: 442.3V
2026-06-16 11:20:41 | Battery  | INFO     | SOC reading: 57.3%
2026-06-16 11:21:24 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 11:22:07 | Inverter | INFO     | AC output: 191.2 kW
2026-06-16 11:22:51 | Battery  | INFO     | Voltage measured: 454.5V
2026-06-16 11:23:28 | Thermal  | INFO     | Coolant loop flow: 11.25 L/min
2026-06-16 11:24:03 | Battery  | INFO     | Discharge current: 19.8A
2026-06-16 11:24:51 | Thermal  | INFO     | Temperature reading: 29.8°C
2026-06-16 11:25:41 | Inverter | INFO     | AC output: 56.5 kW
2026-06-16 11:26:19 | Battery  | INFO     | Charge current: 45.7A
2026-06-16 11:26:59 | Thermal  | INFO     | Fan speed: 2426 RPM
2026-06-16 11:27:29 | Battery  | INFO     | Discharge current: 67.5A
2026-06-16 11:28:08 | Battery  | INFO     | Voltage measured: 411.6V
2026-06-16 11:28:53 | Inverter | INFO     | AC output: 99.9 kW
2026-06-16 11:29:41 | Battery  | INFO     | Voltage measured: 424.0V
2026-06-16 11:30:26 | Inverter | INFO     | AC output: 148.9 kW
2026-06-16 11:31:13 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 11:31:51 | Inverter | INFO     | AC output: 177.1 kW
2026-06-16 11:32:33 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 11:33:06 | Battery  | INFO     | Discharge current: 71.3A
2026-06-16 11:33:42 | Inverter | INFO     | AC output: 59.9 kW
2026-06-16 11:34:24 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 11:35:08 | Battery  | INFO     | Voltage measured: 414.0V
2026-06-16 11:35:58 | Thermal  | INFO     | Coolant loop flow: 9.97 L/min
2026-06-16 11:36:49 | Battery  | INFO     | SOC reading: 39.8%
2026-06-16 11:37:27 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 11:38:02 | Battery  | INFO     | Charge current: 26.8A
2026-06-16 11:38:53 | Site     | INFO     | Heartbeat OK
2026-06-16 11:39:26 | BMS      | INFO     | Max cell voltage diff: 0.01V
2026-06-16 11:40:06 | Battery  | INFO     | SOC reading: 32.7%
2026-06-16 11:40:43 | Thermal  | INFO     | Temperature reading: 28.8°C
2026-06-16 11:41:17 | Battery  | INFO     | SOC reading: 87.6%
2026-06-16 11:41:53 | Battery  | INFO     | Voltage measured: 419.5V
2026-06-16 11:42:22 | Battery  | INFO     | SOC reading: 83.5%
2026-06-16 11:43:03 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 11:43:51 | Battery  | INFO     | Voltage measured: 396.4V
2026-06-16 11:44:27 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 11:45:18 | Battery  | INFO     | Voltage measured: 448.7V
2026-06-16 11:46:08 | Inverter | INFO     | AC output: 158.4 kW
2026-06-16 11:46:49 | Thermal  | INFO     | Coolant loop flow: 10.17 L/min
2026-06-16 11:47:37 | Thermal  | INFO     | Fan speed: 2485 RPM
2026-06-16 11:48:25 | Thermal  | INFO     | Temperature reading: 36.3°C
2026-06-16 11:49:14 | Battery  | INFO     | Voltage measured: 402.8V
2026-06-16 11:49:55 | Battery  | INFO     | Charge current: 65.9A
2026-06-16 11:50:26 | Thermal  | INFO     | Fan speed: 1396 RPM
2026-06-16 11:51:06 | Thermal  | INFO     | Temperature reading: 32.3°C
2026-06-16 11:51:42 | Thermal  | INFO     | Coolant loop flow: 9.43 L/min
2026-06-16 11:52:10 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 11:52:59 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 11:53:47 | Battery  | INFO     | Charge current: 10.9A
2026-06-16 11:54:30 | Thermal  | INFO     | Fan speed: 1117 RPM
2026-06-16 11:54:59 | Battery  | INFO     | Voltage measured: 408.7V
2026-06-16 11:55:49 | Thermal  | INFO     | Temperature reading: 37.9°C
2026-06-16 11:56:33 | Battery  | INFO     | Charge current: 85.4A
2026-06-16 11:57:15 | Inverter | INFO     | AC output: 153.3 kW
2026-06-16 11:57:59 | Battery  | INFO     | SOC reading: 79.1%
2026-06-16 11:58:38 | Inverter | INFO     | AC output: 104.8 kW
2026-06-16 11:59:20 | Battery  | INFO     | Voltage measured: 438.1V
2026-06-16 12:00:00 | Inverter | INFO     | AC output: 187.4 kW
2026-06-16 12:00:51 | Site     | INFO     | Heartbeat OK
2026-06-16 12:01:30 | Inverter | INFO     | Grid frequency: 49.98 Hz
2026-06-16 12:02:10 | Battery  | INFO     | Charge current: 11.2A
2026-06-16 12:02:51 | Thermal  | INFO     | Fan speed: 2187 RPM
2026-06-16 12:03:41 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 12:04:12 | Battery  | INFO     | Voltage measured: 441.7V
2026-06-16 12:04:56 | BMS      | INFO     | Max cell voltage diff: 0.05V
2026-06-16 12:05:36 | Battery  | INFO     | Discharge current: 24.6A
2026-06-16 12:06:28 | Battery  | INFO     | SOC reading: 79.5%
2026-06-16 12:07:02 | Battery  | INFO     | Discharge current: 60.0A
2026-06-16 12:07:37 | Thermal  | INFO     | Coolant loop flow: 8.09 L/min
2026-06-16 12:08:26 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 12:09:07 | Battery  | INFO     | Discharge current: 36.2A
2026-06-16 12:09:52 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 12:10:35 | Battery  | INFO     | Charge current: 85.7A
2026-06-16 12:11:11 | Thermal  | INFO     | Temperature reading: 33.4°C
2026-06-16 12:11:52 | Inverter | INFO     | Grid frequency: 50.00 Hz
2026-06-16 12:12:43 | Thermal  | INFO     | Temperature reading: 27.4°C
2026-06-16 12:13:31 | Battery  | INFO     | Charge current: 52.7A
2026-06-16 12:14:12 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 12:14:51 | Battery  | INFO     | SOC reading: 43.8%
2026-06-16 12:15:31 | Battery  | INFO     | SOC reading: 81.6%
2026-06-16 12:16:09 | Thermal  | INFO     | Temperature reading: 23.5°C
2026-06-16 12:16:48 | Inverter | INFO     | Grid frequency: 49.95 Hz
2026-06-16 12:17:16 | Battery  | INFO     | Voltage measured: 399.5V
2026-06-16 12:17:53 | Battery  | INFO     | Voltage measured: 401.4V
2026-06-16 12:18:25 | Thermal  | INFO     | Coolant loop flow: 8.24 L/min
2026-06-16 12:19:07 | Battery  | INFO     | Charge current: 23.6A
2026-06-16 12:19:47 | Thermal  | INFO     | Temperature reading: 24.0°C
2026-06-16 12:20:37 | Inverter | INFO     | Grid frequency: 50.03 Hz
2026-06-16 12:21:26 | Thermal  | INFO     | Fan speed: 2023 RPM
2026-06-16 12:22:14 | Thermal  | INFO     | Coolant loop flow: 8.29 L/min
2026-06-16 12:23:04 | Battery  | INFO     | Voltage measured: 400.0V
2026-06-16 12:23:46 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 12:24:17 | Battery  | INFO     | Voltage measured: 409.8V
2026-06-16 12:24:49 | Battery  | INFO     | Discharge current: 59.6A
2026-06-16 12:25:32 | Battery  | INFO     | Discharge current: 22.9A
2026-06-16 12:26:15 | Battery  | INFO     | Voltage measured: 405.4V
2026-06-16 12:27:02 | Thermal  | INFO     | Coolant loop flow: 7.53 L/min
2026-06-16 12:27:40 | Battery  | INFO     | Discharge current: 60.1A
2026-06-16 12:28:29 | Battery  | INFO     | Voltage measured: 424.3V
2026-06-16 12:29:10 | Battery  | INFO     | Discharge current: 95.5A
2026-06-16 12:29:40 | Battery  | INFO     | Voltage measured: 417.7V
2026-06-16 12:30:28 | Battery  | INFO     | SOC reading: 65.9%
2026-06-16 12:31:17 | Thermal  | INFO     | Temperature reading: 39.0°C
2026-06-16 12:31:48 | Inverter | INFO     | AC output: 116.6 kW
2026-06-16 12:32:20 | Battery  | INFO     | SOC reading: 73.7%
2026-06-16 12:33:08 | Battery  | INFO     | SOC reading: 28.8%
2026-06-16 12:33:57 | Battery  | INFO     | Charge current: 52.2A
2026-06-16 12:34:41 | Inverter | INFO     | AC output: 184.1 kW
2026-06-16 12:35:18 | Battery  | INFO     | Discharge current: 47.6A
2026-06-16 12:36:03 | Battery  | INFO     | SOC reading: 42.8%
2026-06-16 12:36:42 | Thermal  | INFO     | Coolant loop flow: 9.11 L/min
2026-06-16 12:37:26 | Site     | INFO     | Heartbeat OK
2026-06-16 12:38:10 | Battery  | INFO     | Charge current: 28.1A
2026-06-16 12:38:53 | Thermal  | INFO     | Temperature reading: 27.0°C
2026-06-16 12:39:31 | Thermal  | INFO     | Temperature reading: 23.3°C
2026-06-16 12:40:19 | Battery  | INFO     | SOC reading: 93.7%
2026-06-16 12:40:59 | Thermal  | INFO     | Temperature reading: 36.9°C
2026-06-16 12:41:44 | Inverter | INFO     | AC output: 103.0 kW
2026-06-16 12:42:15 | Battery  | INFO     | SOC reading: 35.7%
2026-06-16 12:42:58 | Inverter | INFO     | Grid frequency: 50.02 Hz
2026-06-16 12:43:42 | Thermal  | INFO     | Fan speed: 2152 RPM
2026-06-16 12:44:22 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 12:45:12 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 12:45:42 | Battery  | INFO     | Voltage measured: 437.0V
2026-06-16 12:46:24 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 12:47:13 | Battery  | INFO     | Voltage measured: 397.3V
2026-06-16 12:48:05 | Battery  | INFO     | SOC reading: 89.0%
2026-06-16 12:48:33 | Battery  | INFO     | Charge current: 83.2A
2026-06-16 12:49:10 | Inverter | INFO     | AC output: 80.8 kW
2026-06-16 12:49:47 | Battery  | INFO     | Voltage measured: 397.2V
2026-06-16 12:50:15 | Battery  | INFO     | Discharge current: 67.1A
2026-06-16 12:50:44 | Battery  | INFO     | Discharge current: 56.5A
2026-06-16 12:51:15 | Thermal  | INFO     | Temperature reading: 28.6°C
2026-06-16 12:52:05 | Thermal  | INFO     | Fan speed: 1814 RPM
2026-06-16 12:52:35 | Battery  | INFO     | SOC reading: 49.9%
2026-06-16 12:53:21 | Site     | INFO     | Heartbeat OK
2026-06-16 12:54:10 | Site     | INFO     | Heartbeat OK
2026-06-16 12:54:53 | Thermal  | INFO     | Temperature reading: 30.9°C
2026-06-16 12:55:23 | Inverter | INFO     | Grid frequency: 49.97 Hz
2026-06-16 12:55:55 | Inverter | INFO     | Grid frequency: 49.99 Hz
2026-06-16 12:56:23 | Inverter | INFO     | Grid frequency: 49.96 Hz
2026-06-16 12:56:53 | Battery  | INFO     | Voltage measured: 402.6V
2026-06-16 12:57:36 | Battery  | INFO     | SOC reading: 73.8%
2026-06-16 12:58:11 | Battery  | INFO     | Discharge current: 76.2A
2026-06-16 12:58:40 | Battery  | INFO     | Charge current: 76.5A
2026-06-16 12:59:30 | Thermal  | INFO     | Coolant loop flow: 10.42 L/min
2026-06-16 13:00:00 | Battery  | INFO     | Voltage measured: 430.1V
2026-06-16 13:00:43 | Battery  | INFO     | Discharge current: 93.0A
2026-06-16 13:01:19 | Thermal  | INFO     | Fan speed: 1007 RPM
2026-06-16 13:02:09 | Battery  | INFO     | SOC reading: 26.4%
2026-06-16 13:02:57 | Inverter | INFO     | Grid frequency: 50.01 Hz
2026-06-16 13:03:37 | Battery  | INFO     | Charge current: 74.9A
2026-06-16 13:04:10 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 13:04:57 | Battery  | INFO     | SOC reading: 48.5%
2026-06-16 13:05:43 | Thermal  | INFO     | Temperature reading: 29.5°C
2026-06-16 13:06:16 | Battery  | INFO     | SOC reading: 79.4%
2026-06-16 13:06:55 | BMS      | INFO     | Max cell voltage diff: 0.02V
2026-06-16 13:07:36 | Battery  | INFO     | Discharge current: 79.3A
2026-06-16 13:08:18 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 13:09:04 | Battery  | INFO     | Charge current: 34.9A
2026-06-16 13:09:51 | BMS      | INFO     | Max cell voltage diff: 0.04V
2026-06-16 13:10:38 | Battery  | INFO     | Charge current: 63.9A
2026-06-16 13:11:06 | Thermal  | INFO     | Coolant loop flow: 9.90 L/min
2026-06-16 13:11:43 | Inverter | INFO     | AC output: 194.3 kW
2026-06-16 13:12:18 | Battery  | INFO     | Charge current: 70.9A
2026-06-16 13:13:05 | Thermal  | INFO     | Temperature reading: 25.2°C
2026-06-16 13:13:47 | Battery  | INFO     | Voltage measured: 395.1V
2026-06-16 13:14:23 | Battery  | INFO     | Voltage measured: 404.9V
2026-06-16 13:15:15 | Thermal  | INFO     | Fan speed: 986 RPM
2026-06-16 13:15:52 | Thermal  | INFO     | Coolant loop flow: 10.75 L/min
2026-06-16 13:16:38 | Battery  | INFO     | SOC reading: 92.2%
2026-06-16 13:17:23 | Inverter | INFO     | Grid frequency: 50.04 Hz
2026-06-16 13:18:02 | Inverter | INFO     | AC output: 125.3 kW
2026-06-16 13:18:45 | Thermal  | INFO     | Temperature reading: 24.6°C
